StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1.1,Q1.2,Q1.2_3_TEXT,Q1.3,Q1.3_7_TEXT,Q1.4,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_9,Q2.1_10,Q2.1_11,Q2.1_12,Q2.1_13,Q2.1_14,Q2.1_15,Q2.1_16,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.2_11,Q2.2_12,Q2.2_13,Q2.2_14,Q2.2_15,Q2.2_16,Q3.1_1,Q3.1_2,Q3.1_3,Q3.1_4,Q3.1_5,Q3.1_6,Q3.1_7,Q3.1_8,Q3.1_9,Q3.1_10,Q3.1_11,Q3.1_12,Q3.1_13,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q4.1,Q4.2,Q4.3,Q23,Q5_1,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_2,Q5_14,Q5_3,Q5_4,Q24,Q24,Q_URL,Q1.1 - Parent Topics,Q1.1 - Sentiment Polarity,Q1.1 - Sentiment Score,Q1.1 - Sentiment,Q1.1 - Topic Sentiment Label,Q1.1 - Topic Sentiment Score,Q1.1 - Topics
2019-05-10 12:53:18,2019-05-10 13:29:37,IP Address,128.111.149.100,100,2178,True,2019-05-10 13:29:38,R_9pjP0KsNi0JERB7,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1010,19,Female,,Asian,,Undergraduate student,very relevant,very relevant,somewhat relevant,somewhat relevant,somewhat relevant,not at all relevant,somewhat relevant,somewhat relevant,somewhat relevant,somewhat relevant,somewhat relevant,somewhat relevant,somewhat relevant,somewhat relevant,somewhat relevant,slightly relevant,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,False,True,False,True,False,True,False,True,True,False,True,True,True,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Very disgusting,Slightly disgusting,Not disgusting,No,0-5 years old,0-5 years old,Left-handed,50,50,50,50,50,,50,50,50,50,50,50,Neither Liberal Nor Conservative,Slightly important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-15 16:57:07,2019-05-15 17:40:58,IP Address,128.111.149.100,100,2631,True,2019-05-15 17:40:58,R_9n1QMjXxt3hit4l,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1012,19,Male,,Hispanic or Latino,,Undergraduate student,very relevant,very relevant,somewhat relevant,very relevant,not very relevant,not at all relevant,not very relevant,very relevant,very relevant,somewhat relevant,slightly relevant,very relevant,very relevant,somewhat relevant,very relevant,not very relevant,slightly agree,strongly agree,moderately disagree,slightly agree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly disagree,moderately disagree,moderately disagree,moderately disagree,slightly disagree,slightly disagree,moderately disagree,slightly disagree,False,False,False,True,False,False,True,False,False,False,True,True,True,Slightly disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Very disgusting,Slightly disgusting,Not disgusting,Not disgusting,Very disgusting,Not disgusting,Not disgusting,No,6-9 years old,6-9 years old,Right-handed,60,50,44,39,48,32,57,54,51,68,80,39,Somewhat Liberal,Moderately important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-16 16:49:16,2019-05-16 17:28:41,IP Address,128.111.149.100,100,2365,True,2019-05-16 17:28:42,R_3HLfR6nGFEK5yn0,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1013,20,Male,,Hispanic or Latino,,Undergraduate student,extremely relevant,extremely relevant,slightly relevant,somewhat relevant,very relevant,not at all relevant,very relevant,extremely relevant,extremely relevant,somewhat relevant,very relevant,extremely relevant,extremely relevant,somewhat relevant,slightly relevant,slightly relevant,moderately agree,strongly agree,strongly disagree,slightly agree,slightly disagree,strongly agree,moderately agree,strongly agree,slightly disagree,slightly agree,moderately agree,moderately agree,slightly agree,slightly agree,slightly disagree,moderately agree,False,True,False,False,True,True,False,True,True,True,True,True,True,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,No,0-5 years old,0-5 years old,Right-handed,100,90,80,50,90,55,60,75,75,90,75,60,Somewhat Liberal,Slightly important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-16 16:49:50,2019-05-16 17:36:51,IP Address,128.111.149.101,100,2820,True,2019-05-16 17:36:51,R_2PAy1T2LRQ5eXys,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1014,19,Female,,Asian,,Undergraduate student,somewhat relevant,somewhat relevant,not very relevant,somewhat relevant,extremely relevant,not very relevant,extremely relevant,extremely relevant,extremely relevant,very relevant,very relevant,extremely relevant,very relevant,somewhat relevant,extremely relevant,not at all relevant,moderately agree,moderately agree,moderately disagree,slightly agree,moderately disagree,strongly agree,strongly agree,moderately agree,slightly agree,moderately agree,slightly agree,moderately agree,moderately agree,slightly agree,slightly disagree,slightly disagree,True,False,False,True,False,False,True,False,True,False,False,False,True,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Slightly disgusting,Not disgusting,Not disgusting,Very disgusting,Slightly disgusting,Not disgusting,Yes,,,Right-handed,90,40,70,21,60,,32,36,26,65,100,41,Somewhat Liberal,Slightly important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-17 12:55:26,2019-05-17 13:21:42,IP Address,128.111.149.102,100,1575,True,2019-05-17 13:21:42,R_5svwO2UF1bTtMnD,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1017,18,Female,,Other,"half Asian, half white",Undergraduate student,very relevant,very relevant,somewhat relevant,somewhat relevant,slightly relevant,not at all relevant,very relevant,very relevant,somewhat relevant,not at all relevant,not very relevant,very relevant,very relevant,somewhat relevant,slightly relevant,not at all relevant,moderately agree,moderately agree,strongly disagree,slightly agree,slightly agree,strongly agree,moderately agree,moderately agree,moderately disagree,moderately disagree,moderately disagree,slightly agree,moderately agree,slightly agree,slightly disagree,slightly disagree,False,False,False,True,False,True,True,False,True,True,True,True,True,Slightly disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Not disgusting,Slightly disgusting,Not disgusting,Not disgusting,Slightly disgusting,Very disgusting,Not disgusting,Not disgusting,Yes,,,Right-handed,100,50,40,50,50,0,50,50,84,85,66,32,Somewhat Liberal,Slightly important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-17 12:52:58,2019-05-17 13:29:51,IP Address,128.111.149.101,100,2212,True,2019-05-17 13:29:51,R_yDZyPZiL8yeH3Hz,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1016,19,Male,,White,,Undergraduate student,extremely relevant,extremely relevant,somewhat relevant,very relevant,extremely relevant,not at all relevant,very relevant,extremely relevant,extremely relevant,extremely relevant,extremely relevant,extremely relevant,extremely relevant,extremely relevant,somewhat relevant,not at all relevant,strongly agree,strongly agree,moderately disagree,moderately agree,,slightly agree,strongly agree,moderately agree,slightly agree,moderately agree,strongly disagree,moderately disagree,slightly disagree,slightly disagree,moderately disagree,slightly disagree,False,True,False,False,False,False,False,True,True,True,False,True,True,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Not disgusting,Very disgusting,Very disgusting,Not disgusting,Very disgusting,Not disgusting,Slightly disgusting,Yes,,,Right-handed,100,100,100,0,100,50,25,50,50,100,100,50,Somewhat Liberal,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-17 12:51:13,2019-05-17 13:31:37,IP Address,128.111.149.100,100,2424,True,2019-05-17 13:31:37,R_2bUdS7TeRDR642u,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1015,21,Female,,White,,Undergraduate student,somewhat relevant,not at all relevant,not at all relevant,not at all relevant,slightly relevant,not at all relevant,slightly relevant,very relevant,slightly relevant,not at all relevant,slightly relevant,very relevant,very relevant,not very relevant,slightly relevant,not at all relevant,slightly agree,moderately agree,moderately disagree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,moderately disagree,moderately disagree,slightly disagree,slightly disagree,strongly disagree,True,False,True,False,False,False,True,True,True,False,False,False,True,Slightly disgusting,Very disgusting,Very disgusting,Not disgusting,Slightly disgusting,Very disgusting,Very disgusting,Not disgusting,Not disgusting,Slightly disgusting,Not disgusting,Not disgusting,Yes,,,Right-handed,70,44,50,18,55,1,78,66,81,76,65,30,Strongly Liberal,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-20 16:56:36,2019-05-20 17:46:57,IP Address,128.111.149.100,100,3020,True,2019-05-20 17:46:57,R_3lGGZK7teBvhnwd,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1018,21,Male,,Asian,,Undergraduate student,not at all relevant,not very relevant,not very relevant,not at all relevant,not very relevant,not at all relevant,not very relevant,slightly relevant,not very relevant,not very relevant,not very relevant,not very relevant,not very relevant,not very relevant,slightly relevant,not very relevant,moderately agree,moderately agree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,moderately agree,slightly agree,moderately agree,moderately disagree,moderately agree,moderately agree,moderately agree,True,False,False,True,True,False,True,False,False,True,True,True,False,Not disgusting,Slightly disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Not disgusting,Not disgusting,Slightly disgusting,Slightly disgusting,Slightly disgusting,No,10-15 years old,10-15 years old,Right-handed,50,70,80,0,50,0,50,80,90,90,90,80,Neither Liberal Nor Conservative,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-22 16:53:57,2019-05-22 17:29:11,IP Address,128.111.149.101,100,2113,True,2019-05-22 17:29:11,R_1kSPxyaYui3HoFv,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1019,19,Female,,White,,Undergraduate student,extremely relevant,extremely relevant,somewhat relevant,somewhat relevant,extremely relevant,not at all relevant,not very relevant,very relevant,slightly relevant,not at all relevant,somewhat relevant,very relevant,extremely relevant,slightly relevant,extremely relevant,extremely relevant,moderately agree,moderately agree,moderately disagree,moderately agree,slightly agree,strongly agree,strongly agree,slightly agree,moderately agree,slightly disagree,slightly disagree,strongly agree,strongly disagree,slightly disagree,slightly agree,slightly agree,False,True,False,True,True,True,False,True,True,True,True,True,True,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Not disgusting,Not disgusting,Not disgusting,Very disgusting,Not disgusting,Not disgusting,Yes,,,Right-handed,100,72,85,81,86,1,96,91,88,95,100,86,Somewhat Liberal,Very important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-23 16:53:05,2019-05-23 17:24:40,IP Address,128.111.149.100,100,1895,True,2019-05-23 17:24:41,R_pEhngxiO9hgLRZv,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1020,20,Male,,White,,Undergraduate student,extremely relevant,very relevant,somewhat relevant,somewhat relevant,very relevant,not at all relevant,somewhat relevant,very relevant,extremely relevant,very relevant,not very relevant,extremely relevant,extremely relevant,extremely relevant,extremely relevant,extremely relevant,slightly agree,slightly agree,moderately agree,moderately agree,strongly disagree,strongly agree,moderately agree,strongly agree,,strongly agree,moderately agree,moderately agree,strongly disagree,slightly disagree,slightly agree,moderately disagree,True,False,True,False,True,False,True,False,False,True,True,False,True,Slightly disgusting,Slightly disgusting,Very disgusting,Not disgusting,Not disgusting,Slightly disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Slightly disgusting,Not disgusting,Not disgusting,Yes,,,Right-handed,20,90,91,80,43,50,90,100,50,85,100,100,Somewhat Conservative,Very important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-23 17:48:19,2019-05-23 18:53:15,IP Address,128.111.149.100,100,3896,True,2019-05-23 18:53:16,R_bJmhDc3eUZnKgnL,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1049,20,Female,,White,,Undergraduate student,very relevant,very relevant,not at all relevant,not very relevant,not at all relevant,not at all relevant,very relevant,somewhat relevant,slightly relevant,extremely relevant,extremely relevant,extremely relevant,extremely relevant,slightly relevant,very relevant,not at all relevant,slightly agree,moderately agree,strongly disagree,slightly disagree,moderately agree,strongly agree,strongly agree,slightly disagree,moderately disagree,strongly disagree,slightly agree,strongly disagree,strongly disagree,slightly disagree,slightly agree,strongly disagree,False,True,False,True,False,False,False,False,False,True,True,True,True,Slightly disgusting,Not disgusting,Slightly disgusting,Very disgusting,Not disgusting,Very disgusting,Not disgusting,Slightly disgusting,Not disgusting,Very disgusting,Not disgusting,Not disgusting,Yes,,,Right-handed,100,38,62,10,100,,,,80,100,60,,Strongly Liberal,Slightly important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-29 12:50:28,2019-05-29 14:19:34,IP Address,128.111.149.100,100,5345,True,2019-05-29 14:19:35,R_vrBeik1pZ8CrY4N,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1021,18,Male,,Asian,,Undergraduate student,very relevant,very relevant,somewhat relevant,extremely relevant,somewhat relevant,not at all relevant,somewhat relevant,very relevant,somewhat relevant,slightly relevant,somewhat relevant,very relevant,extremely relevant,somewhat relevant,very relevant,not very relevant,moderately agree,slightly agree,moderately agree,moderately agree,moderately disagree,strongly agree,moderately disagree,slightly agree,strongly agree,slightly agree,slightly agree,moderately disagree,strongly disagree,slightly agree,strongly agree,strongly disagree,True,False,False,True,False,False,True,True,True,False,True,False,True,Slightly disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Not disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Yes,,,Right-handed,40,75,50,50,50,50,70,45,50,80,90,90,Somewhat Conservative,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-23 17:49:52,2019-05-29 16:58:24,IP Address,128.111.149.101,100,515312,True,2019-05-29 16:58:24,R_3PgFUZ2wzmO4VQX,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0-5 years old,,Right-handed,,,,,,,,,,,,,,,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-23 17:47:11,2019-05-29 16:59:34,IP Address,128.111.149.100,100,515542,True,2019-05-29 16:59:34,R_2fDsMNnCImBm2un,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right-handed,,,,,,,,,,,,,,,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-29 16:58:28,2019-05-29 17:47:21,IP Address,128.111.149.101,100,2932,True,2019-05-29 17:47:21,R_3nD7shmWwQTxC1T,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1023,18,Female,,Hispanic or Latino,,Undergraduate student,extremely relevant,extremely relevant,not very relevant,somewhat relevant,slightly relevant,not at all relevant,extremely relevant,extremely relevant,slightly relevant,slightly relevant,very relevant,extremely relevant,very relevant,slightly relevant,extremely relevant,very relevant,strongly agree,strongly agree,moderately disagree,moderately agree,moderately agree,strongly agree,strongly agree,moderately agree,slightly disagree,slightly disagree,moderately agree,slightly disagree,strongly agree,moderately disagree,moderately agree,slightly agree,False,True,False,False,True,False,False,True,False,True,True,True,True,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Very disgusting,Not disgusting,Yes,,,Right-handed,50,65,35,80,40,,40,60,50,55,80,35,Somewhat Liberal,Extremely important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-29 16:59:39,2019-05-29 17:50:35,IP Address,128.111.149.100,100,3055,True,2019-05-29 17:50:36,R_3I6Qme4Q190wscO,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1022,21,Female,,White,,Undergraduate student,extremely relevant,extremely relevant,not very relevant,not very relevant,not very relevant,not at all relevant,extremely relevant,very relevant,extremely relevant,slightly relevant,not very relevant,extremely relevant,extremely relevant,very relevant,very relevant,not at all relevant,moderately agree,strongly agree,strongly disagree,slightly disagree,moderately disagree,strongly agree,strongly agree,strongly agree,moderately agree,slightly agree,slightly disagree,moderately disagree,moderately agree,moderately disagree,slightly agree,strongly disagree,False,False,False,True,False,False,False,True,False,False,False,True,True,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Not disgusting,Very disgusting,Very disgusting,Not disgusting,Not disgusting,Very disgusting,Not disgusting,Not disgusting,Yes,,,Right-handed,98,7,8,8,83,0,0,0,50,0,96,1,Strongly Liberal,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-30 16:51:37,2019-05-30 17:30:31,IP Address,128.111.149.100,100,2333,True,2019-05-30 17:30:31,R_2Y3pA4o12NFHJ6o,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1024,19,Female,,White,,Undergraduate student,extremely relevant,extremely relevant,slightly relevant,somewhat relevant,not very relevant,not very relevant,slightly relevant,extremely relevant,very relevant,slightly relevant,slightly relevant,extremely relevant,very relevant,,extremely relevant,not at all relevant,moderately agree,strongly agree,slightly agree,moderately agree,slightly agree,strongly agree,strongly agree,moderately agree,strongly agree,slightly disagree,slightly disagree,moderately agree,strongly disagree,slightly agree,slightly agree,moderately disagree,False,True,False,False,True,True,False,True,True,True,True,True,True,Slightly disgusting,Slightly disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Not disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Yes,,,Right-handed,76,40,63,51,78,9,96,72,31,34,88,70,Strongly Liberal,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-05-31 12:43:23,2019-05-31 13:18:48,IP Address,128.111.149.100,100,2124,True,2019-05-31 13:18:48,R_2R3QIM1CRvvmCx1,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1025,19,Female,,Black or African-American,,Undergraduate student,very relevant,very relevant,not very relevant,slightly relevant,not very relevant,not at all relevant,not very relevant,very relevant,very relevant,not at all relevant,somewhat relevant,very relevant,extremely relevant,slightly relevant,somewhat relevant,very relevant,moderately agree,moderately agree,slightly agree,moderately agree,slightly disagree,strongly agree,moderately disagree,moderately agree,moderately agree,slightly disagree,strongly disagree,strongly agree,strongly disagree,moderately disagree,slightly disagree,slightly agree,False,True,False,False,True,True,False,False,True,True,False,True,False,Slightly disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Not disgusting,Slightly disgusting,No,6-9 years old,16 years or older,Right-handed,79,49,48,96,98,4,95,55,50,75,98,55,Strongly Liberal,Extremely important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-06-03 16:51:04,2019-06-05 12:44:53,IP Address,128.111.149.100,100,158029,True,2019-06-05 12:44:54,R_qz4jLm9WBVKZ0Cl,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1026,19,Female,,Black or African-American,,Undergraduate student,extremely relevant,extremely relevant,extremely relevant,very relevant,slightly relevant,very relevant,extremely relevant,extremely relevant,extremely relevant,not very relevant,very relevant,somewhat relevant,somewhat relevant,somewhat relevant,very relevant,very relevant,strongly agree,strongly agree,strongly disagree,moderately agree,strongly agree,moderately agree,moderately agree,moderately agree,moderately agree,slightly agree,moderately disagree,slightly disagree,strongly agree,strongly agree,slightly agree,slightly agree,True,False,False,True,True,False,False,True,True,False,False,False,False,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Not disgusting,Not disgusting,Very disgusting,Not disgusting,Not disgusting,Yes,,,Right-handed,90,90,70,50,89,,30,46,72,45,100,47,Somewhat Liberal,Moderately important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-06-05 12:44:57,2019-06-05 13:13:12,IP Address,128.111.149.100,100,1694,True,2019-06-05 13:13:12,R_30f8q6kk626M2V7,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1027,21,Male,,White,,Undergraduate student,not at all relevant,not at all relevant,extremely relevant,very relevant,somewhat relevant,slightly relevant,not very relevant,not at all relevant,not very relevant,slightly relevant,somewhat relevant,very relevant,extremely relevant,very relevant,somewhat relevant,slightly relevant,strongly disagree,moderately disagree,slightly disagree,slightly agree,moderately agree,strongly agree,moderately agree,slightly agree,slightly disagree,moderately disagree,strongly disagree,moderately disagree,slightly disagree,slightly agree,moderately agree,strongly agree,False,True,False,True,False,False,True,False,False,True,False,True,False,Very disgusting,Slightly disgusting,,Not disgusting,,Slightly disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Slightly disgusting,Very disgusting,Slightly disgusting,Yes,,,Right-handed,58,28,23,40,20,43,54,30,65,48,44,60,Somewhat Liberal,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-06-06 16:56:05,2019-06-06 17:26:45,IP Address,128.111.149.102,100,1840,True,2019-06-06 17:26:46,R_O3jtVV3y4ULwT6x,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1029,19,Female,,Asian,,Undergraduate student,extremely relevant,extremely relevant,not at all relevant,not at all relevant,not at all relevant,not at all relevant,not very relevant,extremely relevant,not very relevant,not very relevant,slightly relevant,extremely relevant,extremely relevant,not very relevant,very relevant,not at all relevant,slightly agree,moderately agree,moderately agree,slightly disagree,slightly agree,strongly agree,strongly agree,moderately agree,slightly agree,strongly disagree,moderately disagree,moderately disagree,moderately disagree,strongly disagree,strongly disagree,strongly disagree,False,True,False,True,True,True,False,True,True,True,True,True,True,Slightly disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Slightly disgusting,Slightly disgusting,Very disgusting,Very disgusting,Very disgusting,No,0-5 years old,6-9 years old,Right-handed,100,52,52,52,60,25,69,69,51,100,82,27,Somewhat Liberal,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-06-06 16:56:54,2019-06-06 17:37:25,IP Address,128.111.149.103,100,2431,True,2019-06-06 17:37:26,R_3qxRMzLeJ3M14tf,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1030,20,Male,,Asian,,Undergraduate student,slightly relevant,slightly relevant,somewhat relevant,not very relevant,somewhat relevant,not at all relevant,somewhat relevant,very relevant,very relevant,slightly relevant,somewhat relevant,extremely relevant,extremely relevant,extremely relevant,somewhat relevant,not at all relevant,slightly agree,moderately agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,moderately agree,strongly disagree,moderately disagree,slightly disagree,slightly agree,slightly agree,True,False,True,True,False,False,False,False,False,False,True,False,False,Not disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Very disgusting,Very disgusting,Not disgusting,Not disgusting,Not disgusting,Very disgusting,Very disgusting,Very disgusting,No,6-9 years old,10-15 years old,Right-handed,,20,50,50,50,0,50,50,50,50,50,41,Neither Liberal Nor Conservative,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-06-06 16:55:41,2019-06-06 17:44:16,IP Address,128.111.149.101,100,2914,True,2019-06-06 17:44:17,R_2WZs1e0nMtx3MCg,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1028,21,Female,,White,,Undergraduate student,extremely relevant,extremely relevant,slightly relevant,slightly relevant,slightly relevant,not at all relevant,extremely relevant,extremely relevant,somewhat relevant,slightly relevant,slightly relevant,extremely relevant,extremely relevant,slightly relevant,slightly relevant,not at all relevant,moderately agree,strongly agree,strongly disagree,moderately agree,moderately disagree,moderately agree,strongly agree,moderately agree,moderately disagree,moderately disagree,slightly agree,strongly agree,moderately disagree,slightly disagree,slightly disagree,strongly disagree,False,False,True,False,False,False,True,False,True,False,False,True,True,Very disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Very disgusting,Not disgusting,Not disgusting,Very disgusting,Not disgusting,Not disgusting,Yes,,,Right-handed,100,50,76,8,80,65,100,50,50,100,50,73,Somewhat Liberal,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-06-07 12:55:11,2019-06-07 13:23:45,IP Address,128.111.149.100,100,1714,True,2019-06-07 13:23:46,R_31vC6uf5p90Gypv,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1031,18,Female,,Hispanic or Latino,,Undergraduate student,very relevant,extremely relevant,not very relevant,somewhat relevant,somewhat relevant,not at all relevant,very relevant,extremely relevant,somewhat relevant,somewhat relevant,very relevant,extremely relevant,extremely relevant,somewhat relevant,somewhat relevant,not very relevant,moderately agree,moderately agree,strongly disagree,moderately disagree,slightly agree,moderately agree,strongly agree,strongly agree,slightly agree,moderately disagree,slightly agree,slightly disagree,moderately agree,moderately disagree,moderately agree,slightly agree,False,True,False,True,True,False,False,False,False,True,True,True,True,Very disgusting,Slightly disgusting,Slightly disgusting,Not disgusting,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Not disgusting,Very disgusting,Slightly disgusting,Not disgusting,Yes,,,Right-handed,,0,50,50,40,20,50,70,50,70,70,50,Somewhat Liberal,Slightly important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
2019-06-07 12:53:53,2019-06-07 13:34:34,IP Address,128.111.149.101,100,2441,True,2019-06-07 13:34:35,R_1jdGBq5HsCV06h3,,,,,34.4329071044921875,-119.83709716796875,anonymous,EN,1032,20,Female,,White,,Undergraduate student,very relevant,very relevant,not very relevant,slightly relevant,not very relevant,not at all relevant,not very relevant,slightly relevant,slightly relevant,not very relevant,slightly relevant,slightly relevant,extremely relevant,not very relevant,somewhat relevant,not at all relevant,slightly disagree,moderately agree,moderately disagree,slightly disagree,slightly agree,moderately agree,slightly agree,slightly agree,moderately disagree,strongly disagree,moderately disagree,moderately agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,False,True,False,True,True,True,False,True,False,False,False,True,True,Very disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Very disgusting,Slightly disgusting,Very disgusting,Not disgusting,Slightly disgusting,Slightly disgusting,Slightly disgusting,Yes,,,Right-handed,99,30,49,14,45,31,49,36,55,13,16,27,Somewhat Liberal,Not at all important,https://surveys.qualtrics.com/jfe/form/SV_dbqz71528jakgZv,,,,,,,
